time,expected_ratio_from_initial,pred_mean_weight,pred_sum_weight,n_initial,n_target
0.0,1.0,1.0,943.0,943,943
0.25,0.8886532343584306,0.9545326828956604,900.1243286132812,943,838
0.5,0.7963944856839873,0.9278830289840698,874.9937133789062,943,751
0.75,0.7020148462354189,0.9153494834899902,863.174560546875,943,662
1.0,0.6415694591728526,0.9174124598503113,865.1199340820312,943,605
